YEAR;EQ_PRIMARY;INTENSITY;COUNTRY;LATITUDE;LONGITUDE;DEATHS
1995;7.1;0;NEW ZEALAND;-37.759;178.752;0
1995;6.7;0;CHILE;-28.906;-71.417;0
1995;8;7;CHILE;-23.34;-70.294;3
1995;7.7;3;NEW CALEDONIA;-23.008;169.9;0
1995;7.4;0;SAMOA;-15.199;-173.529;0
1995;6.9;7;INDONESIA;-8.452;125.049;0
1995;7.7;0;PAPUA NEW GUINEA;-5.799;154.178;0
1995;6.9;0;INDONESIA;-4.183;135.109;0
1995;7;0;ECUADOR;-2.75;-77.881;2
1995;6.8;0;INDONESIA;-2.045;101.436;84
1995;6.4;0;COLOMBIA;4.104;-76.622;45
1995;6.5;0;COLOMBIA;5.05;-72.916;7
1995;6.8;0;PHILIPPINES;12.047;125.92;0
1995;7.2;0;PHILIPPINES;12.059;125.58;0
1995;7.4;0;MEXICO;16.779;-98.597;3
1995;8;0;MEXICO;19.055;-104.205;49
1995;6.8;0;CHINA;21.966;99.196;11
1995;6.2;0;CHINA;26.003;102.227;81
1995;7.1;0;JAPAN;27.929;130.175;0
1995;6.8;0;JAPAN;28.094;130.148;0
1995;7.2;8;EGYPT;28.826;34.799;11
1995;6.9;11;JAPAN;34.583;135.018;5502
1995;5.9;7;CYPRUS;35.046;32.279;2
1995;5.6;0;CHINA;36.427;103.123;14
1995;5.4;0;JAPAN;37.925;139.186;0
1995;6.4;8;TURKEY;38.063;30.134;95
1995;6.5;7;GREECE;38.401;22.283;26
1995;6.6;8;GREECE;40.149;21.695;0
1995;7.9;5;RUSSIA;44.663;149.3;0
1995;7.1;9;RUSSIA;52.629;142.827;1989
1995;6;0;USA;65.17;-148.565;0
1996;6.9;0;CHILE;-22.118;-113.436;0
1996;7.7;8;PERU;-14.993;-75.675;14
1996;7.5;4;PERU;-9.593;-79.587;0
1996;7.2;0;SOLOMON ISLANDS;-6.518;154.999;1
1996;5.9;6;ECUADOR;-1.036;-78.737;27
1996;8.2;0;INDONESIA;-0.891;136.952;54
1996;7.9;6;INDONESIA;0.729;119.931;0
1996;7.1;0;MEXICO;15.978;-98.07;0
1996;6.8;0;TAIWAN;21.898;121.498;0
1996;6.6;9;CHINA;27.291;100.276;322
1996;6.6;0;JAPAN;30.568;131.093;0
1996;5.7;0;JAPAN;31.555;139.931;0
1996;6.7;0;JAPAN;31.789;131.314;0
1996;6.7;0;JAPAN;31.885;131.468;0
1996;6.3;0;CHINA;39.993;76.696;24
1996;6;8;CHINA;40.774;109.661;23
1996;6;8;CROATIA;42.803;17.936;0
1996;7.3;0;USA;51.478;-176.847;0
1996;7.9;6;USA;51.564;-177.632;0
1997;7.1;0;CHILE;-30.933;-71.22;8
1997;5;0;SOUTH AFRICA;-26.857;26.619;15
1997;7.7;0;TONGA;-22.101;-176.772;0
1997;7.7;0;SOLOMON ISLANDS;-12.584;166.676;0
1997;5.9;0;INDONESIA;-3.776;119.727;20
1997;7;0;INDONESIA;1.241;122.536;0
1997;6;0;INDONESIA;4.358;96.494;0
1997;7;5;VENEZUELA;10.598;-63.486;81
1997;6.7;0;TRINIDAD AND TOBAGO;11.112;-60.892;0
1997;6.5;7;USA TERRITORY;13.986;144.901;0
1997;7.2;0;MEXICO;18.219;-102.756;1
1997;6.1;0;INDIA;22.212;92.702;23
1997;5.8;8;INDIA;23.083;80.041;56
1997;7.1;0;PAKISTAN;29.976;68.208;60
1997;6.1;6;JAPAN;31.92;130.429;0
1997;6.2;0;JAPAN;31.959;141.878;0
1997;7.2;10;IRAN;33.825;59.809;1728
1997;5.9;0;IRAN;33.938;59.475;0
1997;4.9;0;PAKISTAN;34.872;71.62;15
1997;7.5;0;CHINA;35.069;87.325;0
1997;6.4;0;AFGHANISTAN;36.411;70.945;1
1997;6.6;0;GREECE;37.57;20.656;0
1997;6.5;8;IRAN;37.661;57.291;88
1997;6.1;7;IRAN;38.075;48.05;1100
1997;5.6;0;CHINA;39.422;76.839;2
1997;5.9;0;CHINA;39.474;76.998;12
1997;5.9;0;CHINA;39.513;76.865;0
1997;6.2;0;CHINA;39.527;76.941;9
1997;6;0;CHINA;39.537;76.998;0
1997;4.7;6;ALBANIA;40.956;19.672;0
1997;5.8;7;KYRGYZSTAN;41.026;74.284;0
1997;5.7;8;ITALY;43.048;12.879;0
1997;6;10;ITALY;43.084;12.812;14
1997;7.8;7;RUSSIA;54.841;162.035;0
1998;8.1;0;ANTARCTICA;-62.877;149.527;0
1998;6.6;0;BOLIVIA;-17.731;-65.431;105
1998;6.6;0;INDONESIA;-8.194;112.413;1
1998;7;0;PAPUA NEW GUINEA;-2.943;142.582;0
1998;7.7;7;INDONESIA;-2.071;124.891;41
1998;7.2;0;ECUADOR;-0.593;-80.393;3
1998;6.6;0;GUATEMALA;14.374;-91.473;0
1998;6.3;0;MEXICO;15.883;-96.298;0
1998;7.5;0;TAIWAN;22.306;125.308;0
1998;5.7;5;TAIWAN;23.407;120.736;5
1998;4.5;0;CHINA;26.373;104.021;0
1998;5.6;0;CHINA;27.308;101.029;5
1998;5.4;0;IRAN;27.791;53.608;5
1998;6.6;0;IRAN;30.154;57.605;5
1998;5.8;0;IRAN;32.457;59.976;12
1998;5.4;0;IRAN;33.199;47.225;0
1998;6.4;0;AFGHANISTAN;36.479;71.086;1
1998;6.3;8;TURKEY;36.878;35.307;145
1998;5.9;0;AFGHANISTAN;37.075;70.089;2323
1998;6.6;0;AFGHANISTAN;37.106;70.11;4700
1998;5.6;0;CHINA;37.388;78.843;0
1998;6.2;0;AZORES (PORTUGAL);38.65;-28.626;10
1998;6;0;ARMENIA;38.717;48.507;0
1998;6.4;0;CHINA;39.66;77.343;3
1998;5.6;0;CHINA;39.977;76.731;0
1998;5.7;8;CHINA;41.083;114.5;70
1998;5.3;0;ALBANIA;41.925;20.39;0
1998;5.2;0;ITALY;43.164;12.701;0
1998;5.5;8;SERBIA;44.209;20.08;1
1998;5.7;8;AUSTRIA;46.245;13.652;1
1999;6.8;6;PERU;-16.66;-72.662;1
1999;7.5;0;VANUATU;-16.423;168.214;5
1999;4.4;0;PERU;-13.64;-74.43;0
1999;6.5;0;INDONESIA;-6.845;105.555;5
1999;6.2;0;COLOMBIA;4.461;-75.724;1185
1999;7.3;7;PHILIPPINES;15.766;119.74;5
1999;6.7;0;GUATEMALA;15.782;-88.33;2
1999;7.5;8;MEXICO;16.059;-96.931;35
1999;6.3;0;MEXICO;18.324;-101.539;0
1999;7;0;MEXICO;18.386;-97.436;20
1999;4.2;0;BANGLADESH;21.544;91.895;6
1999;5.9;6;TAIWAN;23.445;120.506;1
1999;6.5;0;TAIWAN;23.738;121.158;0
1999;7.7;10;TAIWAN;23.772;120.982;2297
1999;4.6;0;CHINA;24.589;102.872;1
1999;6.6;0;IRAN;28.343;57.193;1
1999;6.2;0;IRAN;29.501;51.88;26
1999;6.6;8;INDIA;30.512;79.403;100
1999;6;0;AFGHANISTAN;34.259;69.364;70
1999;7.2;7;USA;34.594;-116.271;0
1999;5.6;7;ALGERIA;35.321;-1.281;24
1999;5.3;0;IRAN;36.92;54.9;0
1999;6;9;GREECE;38.119;23.605;143
1999;4.8;7;SPAIN;38.193;-1.566;0
1999;5.3;0;CHINA;39.899;113.983;0
1999;5.7;0;TURKEY;40.358;42.346;1
1999;5;0;CHINA;40.459;122.889;0
1999;5.8;0;TURKEY;40.709;30.045;7
1999;5.2;0;TURKEY;40.711;29.949;1
1999;5.7;0;TURKEY;40.744;30.266;2
1999;7.2;9;TURKEY;40.758;31.161;894
1999;7.6;10;TURKEY;40.76;29.97;17118
1999;5.4;5;AZERBAIJAN;40.802;47.448;1
1999;5.1;0;CHINA;41.131;114.658;0
1999;3.2;3;RUSSIA;42.962;46.954;0
2000;4.5;0;SOUTH AFRICA;-26.288;30.888;0
2000;7.9;0;AUSTRALIA;-13.802;97.453;0
2000;6.5;0;TANZANIA;-7.977;30.709;0
2000;5.4;0;INDONESIA;-6.675;106.845;0
2000;7.8;0;PAPUA NEW GUINEA;-5.496;151.781;0
2000;7.8;0;PAPUA NEW GUINEA;-5.233;153.102;0
2000;7.9;6;INDONESIA;-4.721;102.087;103
2000;6.7;0;INDONESIA;-4.612;101.905;1
2000;8;0;PAPUA NEW GUINEA;-4.001;152.327;2
2000;7.6;0;INDONESIA;-1.105;123.573;46
2000;6.5;0;PANAMA;7.042;-77.829;0
2000;5.4;0;NICARAGUA;11.884;-85.988;7
2000;6.4;0;PHILIPPINES;20.253;122.043;0
2000;4.6;0;INDIA;22.132;92.771;0
2000;7.6;0;JAPAN;22.338;143.73;0
2000;6.4;0;TAIWAN;23.843;121.225;2
2000;5.4;0;TAIWAN;24.223;121.058;3
2000;5.9;0;CHINA;25.607;101.063;5
2000;4.2;0;CHINA;25.826;102.194;1
2000;6.3;0;CHINA;26.856;97.238;0
2000;6.5;0;JAPAN;33.901;139.376;0
2000;5.5;0;GREECE;34.22;25.69;0
2000;6.1;0;JAPAN;34.221;139.131;1
2000;6.1;0;JAPAN;34.319;139.26;0
2000;5.3;0;IRAN;35.288;58.218;1
2000;6.7;9;JAPAN;35.456;133.134;0
2000;5.1;0;AFGHANISTAN;37.542;69.582;0
2000;4.1;0;TURKEY;38.164;38.777;0
2000;5;7;USA;38.379;-122.413;0
2000;6;7;TURKEY;38.457;31.351;6
2000;7;0;TURKMENISTAN;39.566;54.799;11
2000;6.8;0;AZERBAIJAN;40.245;49.946;31
2000;5.1;0;CHINA;40.498;122.994;0
2000;6;7;TURKEY;40.693;32.992;2
2000;6.8;6;RUSSIA;48.786;142.246;0
2000;6.5;0;ICELAND;63.966;-20.487;0
2000;6.5;0;ICELAND;63.98;-20.758;0
2001;7.6;0;PERU;-17.543;-72.077;1
2001;8.4;8;PERU;-16.265;-73.641;77
2001;6.6;0;PERU;-16.086;-73.987;0
2001;5.8;0;PERU;-14.258;-72.683;4
2001;7.5;0;INDONESIA;-4.102;123.907;0
2001;7.5;0;PHILIPPINES;6.898;126.579;0
2001;7;8;USA TERRITORY;12.686;144.98;0
2001;7.7;8;EL SALVADOR;13.049;-88.66;844
2001;5.7;0;EL SALVADOR;13.605;-88.795;1
2001;6.6;6;EL SALVADOR;13.671;-88.938;315
2001;7.7;10;INDIA;23.419;70.232;20005
2001;4.5;6;BANGLADESH;23.632;90.376;0
2001;6.8;0;TAIWAN;23.954;122.734;0
2001;4.3;0;CHINA;24.455;102.66;0
2001;5.6;0;CHINA;26.316;100.648;1
2001;5.5;0;CHINA;27.689;101.003;2
2001;5.6;0;CHINA;29.513;101.129;3
2001;4.2;6;USA;34.059;-118.387;0
2001;6.8;9;JAPAN;34.083;132.526;2
2001;5;0;AFGHANISTAN;35.169;69.389;4
2001;7.8;0;CHINA;35.946;90.541;0
2001;5.5;0;TURKEY;37.238;36.206;0
2001;6.5;0;GREECE;39.059;24.244;0
2001;6.8;8;USA;47.149;-122.727;1
2001;6.1;0;CANADA;52.63;-132.2;0
2002;6.4;0;CHILE;-29.67;-71.384;0
2002;6;0;ARGENTINA;-28.937;-66.797;0
2002;6.6;0;CHILE;-27.535;-70.586;0
2002;7.7;0;FIJI;-23.884;178.495;0
2002;7.7;0;FIJI;-21.696;-179.513;0
2002;5.6;0;CHILE;-19.384;-69.231;0
2002;7.2;0;VANUATU;-17.6;167.856;0
2002;5.9;0;VANUATU;-14.49;167.827;0
2002;7.6;0;PAPUA NEW GUINEA;-3.26;142.94;4
2002;6.7;0;PAPUA NEW GUINEA;-3.212;142.427;1
2002;5.5;0;TANZANIA;-2.907;33.733;2
2002;6.2;0;CONGO;-1.884;29.004;2
2002;7.6;0;INDONESIA;-1.757;134.297;8
2002;4.7;0;RWANDA;-1.684;29.077;0
2002;6.4;0;INDONESIA;-1.68;134.234;0
2002;6.2;0;INDONESIA;-1.196;121.333;48
2002;7.3;0;INDONESIA;2.824;96.085;3
2002;7.5;0;PHILIPPINES;6.033;124.249;15
2002;6.5;7;PANAMA;7.929;-82.793;0
2002;6.5;0;INDIA;13.036;93.068;2
2002;7.1;7;USA TERRITORY;13.088;144.619;0
2002;6.5;0;USA TERRITORY;14.101;146.199;0
2002;5.3;0;MEXICO;16.87;-100.113;0
2002;5.9;0;MEXICO;18.194;-95.908;0
2002;6.4;0;JAPAN;23.346;124.09;0
2002;7.1;0;TAIWAN;24.279;122.179;5
2002;4.5;0;BANGLADESH;25.842;88.932;0
2002;5.4;0;IRAN;28.093;51.755;1
2002;4.4;0;EGYPT;30.2;31.41;0
2002;5.3;0;CHINA;30.916;99.927;0
2002;5.6;0;IRAN;31.995;49.329;0
2002;5.5;0;MEXICO;32.319;-115.322;0
2002;5.2;0;IRAN;34.594;47.454;0
2002;5.4;0;IRAN;34.642;47.4;2
2002;6.3;0;PAKISTAN;35.414;74.515;19
2002;5.4;0;PAKISTAN;35.517;74.654;11
2002;6.5;8;IRAN;35.626;49.047;261
2002;5.2;0;IRAN;35.701;48.838;0
2002;5.5;0;AFGHANISTAN;35.704;69.868;0
2002;6.1;0;AFGHANISTAN;36.062;69.315;1000
2002;7.4;0;AFGHANISTAN;36.502;70.482;166
2002;4.3;8;ITALY;37.67;15.267;0
2002;5.7;0;GREECE;37.747;21.087;0
2002;6;0;ITALY;38.381;13.701;2
2002;6.5;0;TURKEY;38.573;31.271;44
2002;5.3;0;TAJIKISTAN;38.673;69.902;3
2002;4.9;0;TAJIKISTAN;38.773;69.924;0
2002;5.7;0;CHINA;39.57;75.254;0
2002;5.5;0;CHINA;39.736;97.443;2
2002;5.5;0;KYRGYZSTAN;39.77;72.007;0
2002;5.9;0;TAJIKISTAN;39.959;69.417;50
2002;4.3;0;GEORGIA;41.765;44.96;5
2002;5.7;0;ITALY;41.789;14.872;29
2002;5.7;0;SERBIA;42.436;21.466;1
2002;5.2;7;USA;44.513;-73.699;0
2002;4.2;0;FRANCE;47.832;-3.207;0
2002;4.8;0;GERMANY;50.889;6.103;0
2002;4.8;6;UK;52.52;-2.15;0
2002;6.7;8;USA;63.514;-147.912;0
2002;7.9;9;USA;63.517;-147.444;0
2003;7.6;0;ANTARCTICA;-60.532;-43.411;0
2003;7.2;0;NEW ZEALAND;-45.104;167.144;0
2003;4.8;0;NEW ZEALAND;-43.34;173.04;0
2003;6.8;6;CHILE;-30.608;-71.637;0
2003;6.1;0;NEW CALEDONIA;-22.107;169.35;0
2003;7.3;0;SOLOMON ISLANDS;-10.491;160.77;0
2003;5.5;6;INDONESIA;-8.807;118.524;0
2003;6.5;0;INDONESIA;-8.294;120.743;4
2003;4.9;0;INDONESIA;-8.137;120.524;0
2003;4.6;0;INDONESIA;-6.983;108.468;0
2003;7.6;0;INDIAN OCEAN;-2.598;68.382;0
2003;6;0;INDONESIA;1.142;128.152;0
2003;7;0;INDONESIA;2.354;128.855;1
2003;6.5;0;PANAMA;8.416;-82.824;2
2003;5.4;0;PANAMA;9.355;-79.941;0
2003;6.5;7;PHILIPPINES;12.025;125.416;1
2003;6.3;6;PHILIPPINES;12.168;124.079;0
2003;5.8;6;PHILIPPINES;12.171;123.921;0
2003;7.5;8;MEXICO;18.77;-104.104;29
2003;4.5;0;DOMINICAN REPUBLIC;19.761;-70.693;0
2003;6.4;10;DOMINICAN REPUBLIC;19.777;-70.673;3
2003;6.6;0;MYANMAR (BURMA);19.917;95.672;0
2003;5.7;0;BANGLADESH;22.854;92.306;2
2003;6.8;0;TAIWAN;23.039;121.362;0
2003;5.6;0;CHINA;25.954;101.254;3
2003;5.9;0;CHINA;25.975;101.29;16
2003;5.5;0;BHUTAN;27.264;89.331;0
2003;4.7;0;CHINA;27.283;103.753;0
2003;5.6;0;CHINA;27.372;103.971;4
2003;5.8;0;IRAN;28.355;54.169;1
2003;6.6;9;IRAN;28.995;58.311;31000
2003;5.5;0;CHINA;29.573;95.605;0
2003;5.2;0;IRAN;29.59;51.474;0
2003;5;0;IRAN;31.953;49.209;0
2003;5.2;6;USA;34.31;-116.848;0
2003;4.6;6;USA;34.494;-85.629;0
2003;5.1;0;CHINA;34.712;103.834;1
2003;5.7;0;JAPAN;34.998;140.172;0
2003;5.2;0;JAPAN;35.457;139.871;0
2003;5.2;0;IRAN;35.476;60.784;0
2003;6.6;8;USA;35.706;-121.102;2
2003;4;6;USA;36.87;-88.98;0
2003;5.7;0;ALGERIA;36.939;3.578;9
2003;6.8;10;ALGERIA;36.964;3.634;2266
2003;6.4;0;CHINA;37.529;96.476;0
2003;7;0;JAPAN;37.812;142.619;0
2003;5.4;0;TURKEY;38.019;28.927;0
2003;4.5;0;TURKEY;38.111;28.887;0
2003;5.7;0;TURKEY;38.221;26.958;0
2003;5.8;0;CHINA;38.4;100.951;9
2003;5.5;0;JAPAN;38.432;141.003;0
2003;7;0;JAPAN;38.849;141.568;0
2003;6.4;0;TURKEY;39.007;40.464;177
2003;6.3;0;GREECE;39.16;20.605;0
2003;5.8;0;CHINA;39.43;77.219;1
2003;5.4;0;CHINA;39.483;77.393;5
2003;6.1;0;TURKEY;39.5;39.878;1
2003;6.3;0;CHINA;39.61;77.23;261
2003;5.2;0;GREECE;39.893;22.309;0
2003;8.3;0;JAPAN;41.815;143.91;0
2003;6;0;CHINA;42.905;80.515;11
2003;4.4;0;BULGARIA;43.083;27.486;0
2003;5.4;0;CHINA;43.77;119.643;4
2003;4.7;7;ITALY;43.883;11.96;0
2003;5.3;0;CHINA;43.897;85.923;0
2003;5.3;7;ITALY;44.329;11.45;0
2003;4.7;0;GERMANY;48.21;9;0
2003;5;0;FRANCE;48.342;6.57;0
2003;4.4;0;RUSSIA;50;87.89;0
2003;7.3;10;RUSSIA;50.038;87.813;3
2003;6.7;0;RUSSIA;50.211;87.721;0
2003;7.8;0;USA;51.146;178.65;0
2004;8.1;0;AUSTRALIA;-49.312;161.345;0
2004;7.1;0;NEW ZEALAND;-46.676;164.721;0
2004;5.9;6;CHILE;-38.854;-73.155;0
2004;5.4;0;NEW ZEALAND;-38;176.51;1
2004;6.6;6;CHILE;-37.695;-73.406;0
2004;6.1;0;ARGENTINA;-28.573;-65.84;1
2004;6.7;0;INDONESIA;-9.362;122.839;0
2004;5.5;0;INDONESIA;-8.669;114.65;0
2004;5.8;6;INDONESIA;-8.31;115.788;1
2004;7.5;0;INDONESIA;-8.152;124.868;34
2004;7.3;0;INDONESIA;-4.003;135.023;0
2004;7;0;INDONESIA;-3.615;135.538;37
2004;7.1;8;INDONESIA;-3.609;135.404;32
2004;4.7;0;BURUNDI;-3.393;29.558;3
2004;6.7;0;INDONESIA;-3.12;127.4;0
2004;6;0;INDONESIA;-1.559;100.488;0
2004;5.4;0;INDONESIA;-1.549;100.54;0
2004;5.1;0;INDONESIA;-0.466;100.655;5
2004;9.1;0;INDONESIA;3.316;95.854;1001
2004;7.2;0;COLOMBIA;4.695;-77.508;0
2004;6.1;0;PANAMA;8.358;-82.877;0
2004;6.4;0;COSTA RICA;9.602;-84.172;8
2004;4.1;6;PHILIPPINES;9.926;124.038;0
2004;5.8;0;TRINIDAD AND TOBAGO;10.49;-61.48;0
2004;5.6;0;NICARAGUA;11.989;-86.52;0
2004;6.3;0;GUADELOUPE;15.679;-61.706;1
2004;6.1;0;MEXICO;17.488;-101.303;0
2004;5.2;0;TAIWAN;24.081;121.611;2
2004;6.6;0;TAIWAN;24.53;122.694;0
2004;5.4;0;INDIA;24.757;92.539;0
2004;4.4;0;CHINA;25.073;99.169;0
2004;5.4;0;CHINA;27.266;103.873;4
2004;5.2;0;IRAN;27.695;52.397;0
2004;4.6;0;SAUDI ARABIA;27.836;36.905;0
2004;5;0;IRAN;29.881;51.474;0
2004;4.5;0;PAKISTAN;30.126;67.121;1
2004;5.3;0;JORDAN;31.675;35.551;0
2004;4.8;0;IRAN;32.023;48.836;0
2004;7.2;0;JAPAN;33.07;136.618;0
2004;7.4;0;JAPAN;33.184;137.071;0
2004;5;0;IRAN;33.297;47.977;0
2004;5.2;0;AFGHANISTAN;33.426;69.524;2
2004;5.2;0;CHINA;34.682;103.781;0
2004;5.4;0;PAKISTAN;34.774;73.216;24
2004;4.6;0;AFGHANISTAN;34.89;61.852;0
2004;6.4;9;MOROCCO;35.142;-3.997;628
2004;6;6;USA;35.819;-120.364;0
2004;5.2;0;GREECE;35.945;23.115;0
2004;6.3;0;IRAN;36.29;51.61;35
2004;6.5;0;AFGHANISTAN;36.512;71.029;3
2004;5.6;0;TURKEY;36.833;27.815;0
2004;4.5;0;ALGERIA;36.848;3.448;0
2004;4.4;0;ALGERIA;36.852;3.418;0
2004;4.5;0;ALGERIA;36.865;3.421;0
2004;5.4;0;TURKEY;37.042;28.206;0
2004;5.6;0;IRAN;37.125;54.477;0
2004;5.2;0;GREECE;37.136;22.116;0
2004;6.6;0;JAPAN;37.226;138.779;40
2004;5.9;0;JAPAN;37.284;138.885;0
2004;5.5;0;JAPAN;37.396;138.862;0
2004;5.4;0;CHINA;37.506;96.758;0
2004;5.7;0;TURKEY;38.377;39.261;1
2004;4;0;TURKEY;39.634;43.966;1
2004;5.1;0;TURKEY;39.766;43.979;18
2004;5.6;0;TURKEY;39.847;40.874;0
2004;5.6;0;TURKEY;39.93;40.812;10
2004;6.8;0;JAPAN;42.9;145.228;0
2004;7;0;JAPAN;43.006;145.119;0
2004;5.8;0;JAPAN;44.119;141.793;0
2004;5.4;0;CHINA;45.382;118.256;0
2004;5.1;0;ITALY;45.626;10.559;0
2004;5.8;0;ROMANIA;45.787;26.622;0
2004;5.2;0;SLOVENIA;46.296;13.641;1
2004;4.9;0;RUSSIA;47.311;142.12;0
2004;4.8;5;GERMANY;48.115;8.077;0
2004;2.2;0;SLOVAKIA;48.758;19.217;0
2004;6.6;0;CANADA;49.277;-128.772;0
2004;4.8;6;POLAND;54.841;19.912;0
2005;5.3;0;NEW ZEALAND;-41.223;175.21;0
2005;4.3;0;SOUTH AFRICA;-26.913;26.789;2
2005;7.7;0;CHILE;-19.987;-69.197;11
2005;5.8;0;CHILE;-19.78;-68.98;0
2005;5.3;0;PERU;-16.635;-70.794;0
2005;5.3;0;INDONESIA;-9.948;124.48;0
2005;4.8;0;INDONESIA;-7.037;107.819;1
2005;6.8;0;CONGO;-6.224;29.83;6
2005;5.4;0;PERU;-5.852;-78.704;0
2005;7.5;0;PERU;-5.678;-76.398;5
2005;7.7;0;PAPUA NEW GUINEA;-4.539;153.474;0
2005;6.7;5;INDONESIA;-1.644;99.607;0
2005;6.1;0;ECUADOR;-1.364;-80.785;0
2005;6.3;0;INDONESIA;-1.198;119.933;1
2005;5.9;0;INDONESIA;-1.174;119.963;0
2005;4.8;6;ECUADOR;-0.507;-77.745;0
2005;6.7;0;INDONESIA;1.819;97.082;0
2005;8.6;0;INDONESIA;2.085;97.108;1303
2005;7.2;0;INDIA;7.92;92.19;0
2005;4.5;0;VIETNAM;9.985;108.383;0
2005;5.6;0;ETHIOPIA;12.471;40.634;0
2005;5.8;0;GUADELOUPE;15.775;-61.744;0
2005;4.7;6;INDIA;17.067;73.773;0
2005;4.3;0;INDIA;17.072;73.668;0
2005;4.9;0;INDIA;17.145;73.73;0
2005;4.4;7;INDIA;17.398;74.118;0
2005;4.8;0;CHINA;22.526;100.709;0
2005;4.2;0;CHINA;23.604;107.798;1
2005;4.5;0;CHINA;23.627;104.103;0
2005;5.1;0;INDIA;24.55;92.524;0
2005;4.8;0;CHINA;26.569;103.036;0
2005;6;0;IRAN;26.774;55.858;13
2005;6;0;IRAN;27.095;61.887;0
2005;5.1;0;IRAN;28.85;52.56;0
2005;5.2;0;CHINA;29.695;115.689;16
2005;4.9;0;PAKISTAN;30.378;68.038;0
2005;5.3;0;INDIA;30.476;79.255;1
2005;6.4;0;IRAN;30.754;56.816;612
2005;4.4;6;INDIA;30.924;78.56;0
2005;6.6;0;JAPAN;33.807;130.131;1
2005;6.6;0;JAPAN;34.064;141.491;0
2005;7.6;8;PAKISTAN;34.539;73.588;76213
2005;5.9;0;JAPAN;35.498;139.982;0
2005;6.5;0;AFGHANISTAN;36.357;71.093;5
2005;5.4;0;IRAN;37.103;54.574;0
2005;5.9;0;TURKEY;37.622;43.703;2
2005;4.4;0;SPAIN;37.91;-1.82;0
2005;7;0;JAPAN;38.107;144.896;0
2005;5.9;0;TURKEY;38.152;26.751;1
2005;4.4;0;TURKEY;38.26;38.814;0
2005;7.2;0;JAPAN;38.276;142.039;0
2005;4.3;0;TURKEY;38.804;26.783;0
2005;5.8;0;TURKEY;39.354;40.89;0
2005;5.3;0;TURKEY;39.437;33.089;0
2005;5.6;0;TURKEY;39.44;40.978;0
2005;7.2;4;USA;41.301;-125.97;0
2005;6.1;0;CHINA;41.728;79.44;0
2005;5.2;0;ALBANIA;42.389;19.812;0
2005;5.6;6;USA;45.365;-112.615;0
2005;4.7;0;CHINA;46.827;125.058;1
2006;5.6;5;ARGENTINA;-33.131;-68.707;0
2006;7;0;MOZAMBIQUE;-21.324;33.583;4
2006;7.9;7;TONGA;-20.187;-174.123;0
2006;6.9;4;SAMOA;-16.592;-172.033;0
2006;3.8;0;MALAWI;-14.52;34.28;0
2006;6.7;4;PERU;-13.457;-76.677;0
2006;7.7;0;INDONESIA;-9.254;107.411;0
2006;6.3;0;INDONESIA;-8.251;118.777;1
2006;6.3;0;INDONESIA;-7.961;110.446;5749
2006;5.5;0;INDONESIA;-5.575;105.395;0
2006;7.6;0;INDONESIA;-5.473;128.131;0
2006;5.2;0;INDONESIA;-3.728;119.233;0
2006;6.7;0;INDONESIA;-3.595;127.214;0
2006;5.8;0;INDONESIA;0.626;99.859;7
2006;6.2;0;INDONESIA;2.52;128.283;0
2006;5;0;INDONESIA;3.462;97.224;0
2006;4.5;0;PANAMA;8.898;-82.543;0
2006;5.5;0;TRINIDAD AND TOBAGO;10.814;-61.758;1
2006;6.1;0;TRINIDAD AND TOBAGO;10.876;-61.756;0
2006;4.6;0;THAILAND;18.901;98.916;0
2006;6.7;8;USA;19.878;-155.935;0
2006;7;0;TAIWAN;21.799;120.547;2
2006;6.2;0;TAIWAN;22.868;121.278;0
2006;5.5;0;INDIA;23.322;70.477;0
2006;5.5;0;INDIA;23.777;70.899;0
2006;5.8;0;MEXICO;26.319;-86.606;0
2006;5.1;0;IRAN;26.759;55.843;2
2006;4.2;0;INDIA;26.88;76.15;0
2006;5.8;0;BHUTAN;26.912;91.705;0
2006;5.3;0;INDIA;27.382;88.388;2
2006;5.9;0;IRAN;27.574;55.685;1
2006;4.9;0;CHINA;27.995;104.138;22
2006;4.6;0;CHINA;28.012;104.151;1
2006;6;0;IRAN;28.12;56.865;0
2006;4.1;0;IRAN;30.79;56.7;0
2006;4.5;0;CHINA;31.56;113.21;0
2006;5.7;0;CHINA;31.607;90.413;0
2006;4.5;0;CHINA;33.068;104.95;0
2006;4.9;0;PAKISTAN;33.129;73.887;1
2006;6.3;0;JAPAN;33.129;131.141;0
2006;6.1;0;IRAN;33.5;48.78;70
2006;4.8;0;PAKISTAN;34.6;73.136;0
2006;6.7;0;GREECE;36.311;23.212;0
2006;4.9;0;ALGERIA;36.623;5.328;4
2006;5.6;0;TAJIKISTAN;37.255;68.828;3
2006;4.1;0;TURKEY;37.605;43.787;0
2006;5.5;0;GREECE;37.64;20.92;0
2006;4.7;0;TAJIKISTAN;38.246;69.22;0
2006;4.5;0;ALBANIA;40.27;19.96;0
2006;4.6;0;BULGARIA;41.708;25.544;0
2006;5.8;0;KYRGYZSTAN;42.156;76.163;0
2006;4.7;0;FRANCE;42.99;-0.05;0
2006;4.7;0;CHINA;43.469;119.558;0
2006;4.7;0;CHINA;44.229;83.524;0
2006;4.9;0;CHINA;44.624;124.122;0
2006;4.3;0;FRANCE;45.84;-0.14;0
2006;8.3;0;RUSSIA;46.592;153.266;0
2006;4.1;0;HUNGARY;47.449;19.343;0
