x,y,z
-0.747844,-1.9,1.59469
-0.706325,-1.9,1.58913
-0.665633,-1.9,1.57919
-0.626227,-1.9,1.56498
-0.588556,-1.9,1.54666
-0.555555,-1.9,1.52602
-0.553045,-1.9,1.52444
-0.520097,-1.9,1.49858
-0.490085,-1.9,1.46935
-4.63E-01,-1.9,1.43711
-0.440193,-1.9,1.4022
-0.420878,-1.9,1.36503
-0.405624,-1.9,1.32602
-0.394603,-1.9,1.2856
-0.387939,-1.9,1.24425
-0.38571,-1.9,1.20242
-0.387939,-1.9,1.16059
-0.394603,-1.9,1.11923
-0.405624,-1.9,1.07882
-0.420878,-1.9,1.0398
-0.440193,-1.9,1.00263
-0.463349,-1.9,0.967726
-0.490085,-1.9,0.935478
-0.520097,-1.9,9.06E-01
-0.553045,-1.9,0.880387
-0.555555,-1.9,0.878817
-0.588556,-1.9,0.858168
-0.626228,-1.9,0.83985
-0.665633,-1.9,0.82564
-0.706325,-1.9,0.815698
-0.747844,-1.9,0.810138
-0.789719,-1.9,0.809023
-0.831474,-1.9,0.812365
-0.872638,-1.9,0.820127
-0.912744,-1.9,0.83222
-0.951337,-1.9,0.848508
-0.98798,-1.9,0.868805
-1.02E+00,-1.9,0.892883
-1.05378,-1.9,0.920467
-1.0822,-1.9,0.951246
-1.10718,-1.9,0.984871
-1.1518,-2,1.00883
-1.17026,-2,1.04952
-1.1843,-2,1.09195
-1.19375,-2,1.13563
-1.1985,-2,1.18007
-1.1985,-2,1.22476
-1.19375,-2,1.2692
-1.1843,-2,1.31E+00
-1.17026,-2,1.35531
-1.1518,-2,1.39601
-1.12911,-2,1.43451
-1.10246,-2,1.47038
-1.07214,-2,1.50322
-1.03851,-2,1.53265
-1.00194,-2,1.55834
-0.962845,-2,1.57999
-0.921671,-2,1.59737
-0.878884,-2,1.61027
-0.834967,-2,1.61855
-0.790419,-2,1.62212
-0.745744,-2,1.62093
-0.701449,-2,1.61499
-6.58E-01,-2,1.60439
-0.615995,-2,1.58923
-0.575805,-2,1.56968
-0.555555,-2,1.55701
-0.537919,-2,1.54598
-0.502768,-2,1.51838
-0.470749,-2,1.4872
-0.442225,-2,1.4528
-0.41752,-2,1.41556
-0.396914,-2,1.3759
-0.38064,-2,1.33428
-0.368881,-2,1.29116
-0.361773,-2,1.24704
-0.359394,-2,1.20242
-0.361773,-2,1.15779
-0.368881,-2,1.11E+00
-0.38064,-2,1.07055
-0.396914,-2,1.02893
-0.417521,-2,0.989274
-0.442225,-2,0.952032
-0.470749,-2,0.917628
-0.502768,-2,0.886451
-0.537919,-2,0.858853
-0.555555,-2,0.847818
-0.575805,-2,0.835148
-0.615995,-2,0.815605
-0.658036,-2,0.800444
-0.701449,-2,0.789838
-0.745744,-2,0.783906
-0.790419,-2,0.782717
-8.35E-01,-2,0.786282
-0.878884,-2,0.794563
-0.921671,-2,0.807465
-0.962845,-2,0.824842
-1.00194,-2,0.846496
-1.03851,-2,0.872184
-1.07214,-2,0.901613
-1.10246,-2,0.934451
-1.12911,-2,0.970324
-0.83846,-2.1,0.760199
-0.79112,-2.1,0.75641
-0.743645,-2.1,0.757675
-0.696573,-2.1,0.763978
-0.650439,-2.1,0.775249
-0.605763,-2.1,0.79136
-0.563053,-2.1,0.812128
-0.555555,-2.1,0.81682
-0.522793,-2.1,0.837319
-0.485438,-2.1,0.866646
-0.451413,-2.1,0.899778
-0.421101,-2.1,9.36E-01
-0.394848,-2.1,0.975914
-0.37295,-2.1,1.01806
-0.355655,-2.1,1.06229
-0.34316,-2.1,1.1081
-0.335606,-2.1,1.15499
-0.333079,-2.1,1.20242
-0.335606,-2.1,1.24984
-0.34316,-2.1,1.29673
-0.355655,-2.1,1.34255
-0.37295,-2.1,1.38678
-0.394848,-2.1,1.42892
-0.421101,-2.1,1.46849
-0.451413,-2.1,1.50505
-0.485438,-2.1,1.53819
-0.522793,-2.1,1.56751
-5.56E-01,-2.1,1.58801
-0.563053,-2.1,1.5927
-0.605763,-2.1,1.61347
-0.650438,-2.1,1.62958
-0.696573,-2.1,1.64085
-0.743645,-2.1,1.64716
-0.791119,-2.1,1.64842
-0.83846,-2.1,1.64463
-0.885129,-2.1,1.63583
-0.930599,-2.1,1.62212
-0.974353,-2.1,1.60366
-1.0159,-2.1,1.58064
-1.05476,-2.1,1.55335
-1.0905,-2.1,1.52207
-1.12271,-2.1,1.48718
-1.15104,-2.1,1.44906
-1.17515,-2.1,1.41E+00
-1.19477,-2.1,1.36489
-1.20969,-2.1,1.3198
-1.21973,-2.1,1.27338
-1.22477,-2.1,1.22616
-1.22477,-2.1,1.17867
-1.21973,-2.1,1.13145
-1.20969,-2.1,1.08503
-1.19477,-2.1,1.03994
-1.17515,-2.1,0.996693
-1.15104,-2.1,0.955777
-1.12271,-2.1,0.917655
-1.0905,-2.1,0.882759
-1.05476,-2.1,0.851485
-1.0159,-2.1,0.824188
-0.974353,-2.1,0.801176
-9.31E-01,-2.1,0.78271
-0.885129,-2.1,0.768999
-1.1985,-2.2,0.984559
-1.17297,-2.2,0.941229
-1.14297,-2.2,0.900859
-1.10886,-2.2,0.863905
-1.07101,-2.2,0.830786
-1.02986,-2.2,0.801879
-0.985861,-2.2,0.777509
-0.939526,-2.2,0.757954
-0.891375,-2.2,0.743435
-0.841953,-2.2,0.734116
-0.79182,-2.2,0.730104
-0.741545,-2.2,0.731443
-0.691697,-2.2,0.738118
-0.642841,-2.2,7.50E-01
-0.595531,-2.2,0.767115
-0.555555,-2.2,0.786554
-0.550302,-2.2,0.789108
-0.507667,-2.2,0.815785
-0.468109,-2.2,0.846842
-0.432077,-2.2,0.881927
-0.399977,-2.2,0.920645
-0.372176,-2.2,0.962554
-0.348986,-2.2,1.00718
-0.330671,-2.2,1.05402
-0.317439,-2.2,1.10254
-0.309439,-2.2,1.15219
-0.306763,-2.2,1.20242
-0.309439,-2.2,1.25264
-0.317439,-2.2,1.30229
-0.330671,-2.2,1.35081
-3.49E-01,-2.2,1.39765
-0.372175,-2.2,1.44228
-0.399977,-2.2,1.48419
-0.432076,-2.2,1.5229
-0.468109,-2.2,1.55799
-0.507667,-2.2,1.58905
-0.550302,-2.2,1.61572
-0.555555,-2.2,1.61828
-0.595531,-2.2,1.63772
-0.642841,-2.2,1.65478
-0.691502,-2.2,1.66667
-0.691697,-2.2,1.66671
-0.741545,-2.2,1.67339
-0.79182,-2.2,1.67473
-0.841953,-2.2,1.67072
-0.863426,-2.2,1.66667
-0.891374,-2.2,1.6614
-0.939526,-2.2,1.65E+00
-0.985861,-2.2,1.62732
-1.02986,-2.2,1.60295
-1.07101,-2.2,1.57405
-1.10886,-2.2,1.54093
-1.14297,-2.2,1.50397
-1.17297,-2.2,1.4636
-1.1985,-2.2,1.42027
-1.21928,-2.2,1.37447
-1.23508,-2.2,1.32673
-1.24571,-2.2,1.27757
-1.25105,-2.2,1.22756
-1.25105,-2.2,1.17727
-1.24571,-2.2,1.12726
-1.23508,-2.2,1.07811
-1.21928,-2.2,1.03036
-1.22185,-2.3,0.972425
-1.19E+00,-2.3,0.926682
-1.16323,-2.3,0.884063
-1.12722,-2.3,0.845051
-1.08726,-2.3,0.810088
-1.04381,-2.3,0.77957
-0.99737,-2.3,0.753843
-0.948453,-2.3,0.733199
-0.89762,-2.3,0.717871
-0.845445,-2.3,0.708034
-0.792521,-2.3,0.703797
-0.739446,-2.3,0.705211
-0.686821,-2.3,0.712258
-0.635244,-2.3,0.724858
-0.585299,-2.3,0.74287
-0.555555,-2.3,0.757333
-0.537551,-2.3,0.766088
-0.492541,-2.3,0.79425
-0.45078,-2.3,0.827037
-0.41274,-2.3,8.64E-01
-0.378853,-2.3,0.904951
-0.349503,-2.3,0.949195
-0.325022,-2.3,0.996308
-0.305687,-2.3,1.04576
-0.291718,-2.3,1.09698
-0.283273,-2.3,1.1494
-0.280447,-2.3,1.20242
-0.283273,-2.3,1.25543
-0.291718,-2.3,1.30785
-0.305687,-2.3,1.35908
-0.325022,-2.3,1.40852
-0.349503,-2.3,1.45564
-0.378853,-2.3,1.49988
-0.41274,-2.3,1.54076
-0.45078,-2.3,1.5778
-4.93E-01,-2.3,1.61058
-0.537551,-2.3,1.63874
-0.555555,-2.3,1.6475
-0.585299,-2.3,1.66196
-0.598344,-2.3,1.66667
-0.635244,-2.3,1.67997
-0.686821,-2.3,1.69257
-0.739445,-2.3,1.69962
-0.792521,-2.3,1.70104
-0.845445,-2.3,1.6968
-0.89762,-2.3,1.68696
-0.948453,-2.3,1.67163
-0.960221,-2.3,1.66667
-0.997369,-2.3,1.65099
-1.04381,-2.3,1.62526
-1.08726,-2.3,1.59474
-1.12722,-2.3,1.56E+00
-1.16323,-2.3,1.52077
-1.1949,-2.3,1.47815
-1.22185,-2.3,1.43241
-1.24379,-2.3,1.38406
-1.26046,-2.3,1.33365
-1.27169,-2.3,1.28176
-1.27733,-2.3,1.22896
-1.27733,-2.3,1.17587
-1.27169,-2.3,1.12308
-1.26046,-2.3,1.07118
-1.24379,-2.3,1.02077
